,Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Predicted Price
513,IndiGo,12/06/2019,Delhi,Cochin,DEL → BOM → COK,17:10,01:30 13 Jun,8h 20m,1 stop,No info,5883,6230.67
514,Air India,3/04/2019,Banglore,Delhi,BLR → DEL,10:00,12:45,2h 45m,non-stop,No info,5176,5436.305
515,IndiGo,27/06/2019,Kolkata,Banglore,CCU → BLR,20:25,23:10,2h 45m,non-stop,No info,4804,4899.34
516,GoAir,21/06/2019,Banglore,Delhi,BLR → DEL,11:40,14:30,2h 50m,non-stop,No info,3398,3921.72
517,Air India,24/05/2019,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,07:55 25 May,19h 55m,2 stops,No info,9416,10066.72
518,SpiceJet,21/06/2019,Kolkata,Banglore,CCU → BLR,06:55,09:30,2h 35m,non-stop,No check-in baggage included,3841,3876.108666666667
519,Jet Airways,27/06/2019,Delhi,Cochin,DEL → BOM → COK,20:55,19:00 28 Jun,22h 5m,1 stop,In-flight meal not included,10262,10400.81
520,IndiGo,24/06/2019,Kolkata,Banglore,CCU → BLR,22:15,00:50 25 Jun,2h 35m,non-stop,No info,4804,4803.79
521,Jet Airways,3/04/2019,Delhi,Cochin,DEL → BOM → COK,02:15,12:35,10h 20m,1 stop,In-flight meal not included,5177,5309.76
522,IndiGo,9/05/2019,Mumbai,Hyderabad,BOM → HYD,20:05,21:40,1h 35m,non-stop,No info,2437,2250.1
523,GoAir,9/03/2019,Delhi,Cochin,DEL → AMD → COK,06:00,13:20,7h 20m,1 stop,No info,8422,8832.91
524,Multiple carriers,24/06/2019,Delhi,Cochin,DEL → BOM → COK,08:00,21:00,13h,1 stop,No info,13797,8950.3
525,Jet Airways,6/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,04:25 07 Jun,18h 45m,2 stops,In-flight meal not included,10368,11685.834500000003
526,IndiGo,18/05/2019,Delhi,Cochin,DEL → BOM → COK,17:10,01:30 19 May,8h 20m,1 stop,No info,7081,7102.13
527,IndiGo,3/03/2019,Delhi,Cochin,DEL → HYD → COK,04:55,16:10,11h 15m,1 stop,No info,8513,9638.45
528,Jet Airways,12/04/2019,Banglore,Delhi,BLR → DEL,07:10,10:10,3h,non-stop,No info,7229,6641.8525
529,Air India,03/03/2019,Banglore,New Delhi,BLR → HYD → DEL,08:15,12:15,4h,1 stop,No info,6273,8243.435
530,Air India,9/06/2019,Mumbai,Hyderabad,BOM → HYD,15:00,16:25,1h 25m,non-stop,No info,3100,3293.61
531,IndiGo,18/06/2019,Kolkata,Banglore,CCU → BLR,22:15,00:50 19 Jun,2h 35m,non-stop,No info,4804,4812.4
532,Jet Airways,24/03/2019,Banglore,New Delhi,BLR → DEL,19:55,22:35,2h 40m,non-stop,No info,7229,7303.9
533,SpiceJet,18/04/2019,Kolkata,Banglore,CCU → BLR,09:00,11:25,2h 25m,non-stop,No check-in baggage included,3841,4157.2
534,Jet Airways,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,08:15 19 May,12h 15m,1 stop,In-flight meal not included,8586,13214.779166666665
535,Multiple carriers,15/06/2019,Delhi,Cochin,DEL → BOM → COK,08:30,19:00,10h 30m,1 stop,No info,11200,11143.24
536,Multiple carriers,6/03/2019,Delhi,Cochin,DEL → BOM → COK,07:05,13:20,6h 15m,1 stop,No info,17267,15091.858999999999
537,Jet Airways,9/05/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,10:05 10 May,15h 10m,1 stop,In-flight meal not included,8586,12851.598333333333
538,Air India,9/05/2019,Kolkata,Banglore,CCU → BOM → GOI → BLR,16:50,05:35 10 May,12h 45m,2 stops,No info,11432,11811.08
539,Air India,1/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,18:45,19:15 02 Jun,24h 30m,2 stops,No info,12940,11780.135
540,IndiGo,1/03/2019,Mumbai,Hyderabad,BOM → HYD,21:20,22:45,1h 25m,non-stop,No info,12475,14676.4
541,Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,16:55,22:35,5h 40m,1 stop,In-flight meal not included,11134,11439.057166666667
542,IndiGo,18/04/2019,Kolkata,Banglore,CCU → BLR,09:35,12:20,2h 45m,non-stop,No info,5644,4797.985
543,Multiple carriers,12/06/2019,Delhi,Cochin,DEL → BOM → COK,11:25,19:00,7h 35m,1 stop,No info,10877,11130.4
544,Jet Airways,21/04/2019,Banglore,Delhi,BLR → DEL,06:00,08:45,2h 45m,non-stop,No info,7229,5004.599499999999
545,Jet Airways,9/05/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,18:15 10 May,25h 45m,1 stop,In-flight meal not included,8586,12723.175
546,Jet Airways,12/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,19:00,13h 30m,2 stops,In-flight meal not included,10368,11738.921499999997
547,Air India,1/06/2019,Delhi,Cochin,DEL → AMD → BOM → COK,16:40,19:15 02 Jun,26h 35m,2 stops,No info,9863,10177.99
548,IndiGo,12/06/2019,Kolkata,Banglore,CCU → BBI → BLR,07:10,12:40,5h 30m,1 stop,No info,4864,5239.87
549,Air Asia,12/03/2019,Kolkata,Banglore,CCU → BLR,19:35,22:05,2h 30m,non-stop,No info,4384,4531.915
550,Air India,18/05/2019,Delhi,Cochin,DEL → CCU → BOM → COK,06:50,07:40 19 May,24h 50m,2 stops,No info,13591,14069.96
551,Jet Airways,15/05/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,19:10,9h 35m,1 stop,In-flight meal not included,12384,12596.0385
552,Jet Airways,18/05/2019,Delhi,Cochin,DEL → BOM → COK,15:00,04:25 19 May,13h 25m,1 stop,In-flight meal not included,12373,12398.5
553,Jet Airways,6/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,19:00,13h 30m,2 stops,In-flight meal not included,10368,11788.180761904763
554,Air India,1/05/2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,12:30 02 May,30h 40m,2 stops,No info,12723,13219.74
555,Jet Airways,21/03/2019,Delhi,Cochin,DEL → BOM → COK,22:00,18:50 22 Mar,20h 50m,1 stop,No info,12242,8819.599023809522
556,Jet Airways,12/06/2019,Banglore,Delhi,BLR → DEL,11:10,14:05,2h 55m,non-stop,In-flight meal not included,5769,7241.457166666667
557,IndiGo,21/05/2019,Delhi,Cochin,DEL → BOM → COK,07:30,21:00,13h 30m,1 stop,No info,7006,7159.08
558,Air India,27/05/2019,Delhi,Cochin,DEL → BOM → COK,21:00,19:15 28 May,22h 15m,1 stop,No info,8372,8617.65
559,Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,09:20 25 May,19h 15m,1 stop,No info,14178,11733.480833333333
560,Jet Airways,01/03/2019,Banglore,New Delhi,BLR → BOM → DEL,14:05,09:00 02 Mar,18h 55m,1 stop,No info,20800,27971.23
561,Vistara,1/05/2019,Kolkata,Banglore,CCU → DEL → BLR,07:10,09:05 02 May,25h 55m,1 stop,No info,8452,8518.67
562,Jet Airways,12/05/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,18:15 13 May,21h 5m,1 stop,In-flight meal not included,10844,11075.2775
563,Vistara,12/05/2019,Banglore,Delhi,BLR → DEL,21:00,23:50,2h 50m,non-stop,No info,4668,4992.33
564,Jet Airways,1/04/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,20:45 02 Apr,28h 15m,1 stop,No info,12681,7662.210499999999
565,Air India,6/04/2019,Delhi,Cochin,DEL → MAA → COK,06:05,09:25 07 Apr,27h 20m,1 stop,No info,4487,5652.2
566,Jet Airways,9/06/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,19:50,5h 45m,1 stop,No info,14571,11341.226499999999
567,SpiceJet,27/04/2019,Kolkata,Banglore,CCU → BLR,22:20,00:40 28 Apr,2h 20m,non-stop,No check-in baggage included,3841,3857.7133333333345
568,SpiceJet,3/06/2019,Kolkata,Banglore,CCU → BLR,22:20,00:40 04 Jun,2h 20m,non-stop,No info,3873,3847.0
569,Air India,1/05/2019,Kolkata,Banglore,CCU → BOM → COK → BLR,16:50,13:45 02 May,20h 55m,2 stops,No info,16372,15942.26
570,Air India,24/05/2019,Kolkata,Banglore,CCU → BOM → AMD → BLR,09:25,05:25 25 May,20h,2 stops,No info,14897,14411.73
571,Multiple carriers,15/06/2019,Delhi,Cochin,DEL → BOM → COK,10:35,19:15,8h 40m,1 stop,No info,8614,7664.13
572,Air India,27/06/2019,Delhi,Cochin,DEL → AMD → BOM → COK,16:40,19:15 28 Jun,26h 35m,2 stops,No info,9653,9737.95
573,IndiGo,21/05/2019,Kolkata,Banglore,CCU → HYD → BLR,19:20,23:45,4h 25m,1 stop,No info,3574,3863.68
574,Jet Airways,1/04/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,16:20 02 Apr,20h 20m,1 stop,In-flight meal not included,7064,11871.786666666665
575,IndiGo,21/06/2019,Mumbai,Hyderabad,BOM → HYD,09:10,10:40,1h 30m,non-stop,No info,5755,4075.52
576,Air India,18/05/2019,Kolkata,Banglore,CCU → BOM → COK → BLR,16:50,13:45 19 May,20h 55m,2 stops,No info,13432,14144.08
577,Air India,9/05/2019,Delhi,Cochin,DEL → BOM → COK,07:00,19:15,12h 15m,1 stop,No info,8669,9157.11
578,Multiple carriers,3/03/2019,Delhi,Cochin,DEL → BOM → COK,02:15,11:30,9h 15m,1 stop,No info,17057,16399.99
579,Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,14:05,09:30 07 Mar,19h 25m,1 stop,No info,17261,15140.245666666666
580,Multiple carriers,6/06/2019,Delhi,Cochin,DEL → BOM → COK,15:15,01:30 07 Jun,10h 15m,1 stop,No info,6795,7155.45
581,Jet Airways,6/05/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,20:45,6h 40m,1 stop,In-flight meal not included,9663,12086.943285714287
582,Multiple carriers,15/06/2019,Delhi,Cochin,DEL → BOM → COK,08:45,19:00,10h 15m,1 stop,No info,11789,11731.29
583,Jet Airways,24/06/2019,Delhi,Cochin,DEL → BOM → COK,18:15,19:00 25 Jun,24h 45m,1 stop,In-flight meal not included,10262,10386.95
584,SpiceJet,15/05/2019,Kolkata,Banglore,CCU → IXB → BLR,11:15,18:30,7h 15m,1 stop,No info,8844,11088.67
585,Jet Airways,12/05/2019,Banglore,Delhi,BLR → DEL,15:15,18:10,2h 55m,non-stop,In-flight meal not included,4544,6917.886666666667
586,Multiple carriers,27/03/2019,Delhi,Cochin,DEL → BOM → COK,07:00,13:20,6h 20m,1 stop,No info,6148,8303.0495
587,IndiGo,27/05/2019,Mumbai,Hyderabad,BOM → HYD,20:05,21:40,1h 35m,non-stop,No info,2227,2281.6
588,Jet Airways,12/06/2019,Delhi,Cochin,DEL → IDR → BOM → COK,05:30,04:25 13 Jun,22h 55m,2 stops,No info,13292,13032.128333333332
589,Air Asia,24/03/2019,Banglore,New Delhi,BLR → DEL,23:25,02:10 22 Mar,2h 45m,non-stop,No info,3383,4608.763333333333
590,Jet Airways,12/06/2019,Delhi,Cochin,DEL → ATQ → BOM → COK,20:00,19:00 13 Jun,23h,2 stops,No info,14300,13953.07
591,Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,12:00 22 May,17h 5m,1 stop,In-flight meal not included,10844,12858.304833333334
592,SpiceJet,12/06/2019,Delhi,Cochin,DEL → PNQ → COK,08:45,13:15,4h 30m,1 stop,No check-in baggage included,5158,5215.243333333334
593,Jet Airways,27/06/2019,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,12:35 28 Jun,13h 30m,2 stops,No info,12819,12571.142011904765
594,IndiGo,3/06/2019,Delhi,Cochin,DEL → BOM → COK,16:00,01:30 04 Jun,9h 30m,1 stop,No info,6628,6389.75
595,Jet Airways,1/06/2019,Delhi,Cochin,DEL → BOM → COK,10:00,12:35 02 Jun,26h 35m,1 stop,In-flight meal not included,10262,10299.402857142857
596,Jet Airways,21/04/2019,Banglore,Delhi,BLR → DEL,15:15,18:10,2h 55m,non-stop,In-flight meal not included,4544,6157.717333333334
597,Jet Airways,9/05/2019,Delhi,Cochin,DEL → BOM → COK,18:15,19:00 10 May,24h 45m,1 stop,In-flight meal not included,12373,14700.859166666665
598,Air India,15/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,05:00,07:40 16 May,26h 40m,2 stops,No info,11281,10786.29
599,IndiGo,3/06/2019,Delhi,Cochin,DEL → HYD → COK,14:20,22:30,8h 10m,1 stop,No info,6938,6838.07
600,Multiple carriers,6/03/2019,Delhi,Cochin,DEL → BOM → COK,10:20,21:00,10h 40m,1 stop,No info,15147,15199.06
601,Air India,18/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,05:00,07:40 19 May,26h 40m,2 stops,No info,11228,10814.62
602,IndiGo,9/06/2019,Delhi,Cochin,DEL → MAA → COK,02:00,07:25,5h 25m,1 stop,No info,5636,5836.25
603,SpiceJet,12/05/2019,Banglore,Delhi,BLR → DEL,09:30,12:20,2h 50m,non-stop,No check-in baggage included,4319,4612.308952380952
604,IndiGo,21/03/2019,Banglore,New Delhi,BLR → DEL,20:00,22:55,2h 55m,non-stop,No info,6144,6377.263333333333
605,Jet Airways,1/05/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,19:50,11h 25m,1 stop,No info,14781,12442.993000000002
606,IndiGo,21/03/2019,Delhi,Cochin,DEL → BOM → COK,09:10,01:35 22 Mar,16h 25m,1 stop,No info,8765,7443.7058333333325
607,Jet Airways,12/05/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,04:40 13 May,22h 10m,1 stop,In-flight meal not included,8586,13457.305
608,IndiGo,12/05/2019,Mumbai,Hyderabad,BOM → HYD,12:00,13:30,1h 30m,non-stop,No info,2754,2843.74
609,IndiGo,21/05/2019,Chennai,Kolkata,MAA → CCU,13:15,15:35,2h 20m,non-stop,No info,3597,3606.22
610,Jet Airways,18/05/2019,Mumbai,Hyderabad,BOM → HYD,07:05,08:30,1h 25m,non-stop,In-flight meal not included,4050,5723.6
611,Jet Airways,09/03/2019,Banglore,New Delhi,BLR → BOM → DEL,08:00,21:20,13h 20m,1 stop,In-flight meal not included,11087,11139.79
612,Jet Airways,3/06/2019,Banglore,Delhi,BLR → DEL,18:55,22:00,3h 5m,non-stop,No info,8016,7890.59
613,Multiple carriers,6/03/2019,Delhi,Cochin,DEL → BOM → COK,10:20,01:35 07 Mar,15h 15m,1 stop,No info,15147,15827.183333333332
614,Jet Airways,1/04/2019,Banglore,Delhi,BLR → DEL,15:15,18:10,2h 55m,non-stop,No info,7229,5002.846
615,Jet Airways,1/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,12:35 02 Jun,26h 55m,2 stops,No info,13014,11064.665
616,IndiGo,27/05/2019,Mumbai,Hyderabad,BOM → HYD,02:35,04:05,1h 30m,non-stop,No info,2754,3084.56
617,Vistara,12/04/2019,Banglore,Delhi,BLR → DEL,17:00,19:35,2h 35m,non-stop,No info,5613,5593.05
618,IndiGo,27/04/2019,Delhi,Cochin,DEL → LKO → COK,21:50,03:35 28 Apr,5h 45m,1 stop,No info,6307,6294.27
619,IndiGo,6/04/2019,Kolkata,Banglore,CCU → BLR,17:15,19:50,2h 35m,non-stop,No info,4174,4174.0
620,IndiGo,27/06/2019,Kolkata,Banglore,CCU → BLR,22:15,00:50 28 Jun,2h 35m,non-stop,No info,4804,4803.98
621,Air India,15/05/2019,Kolkata,Banglore,CCU → GAU → DEL → BLR,16:45,08:55 16 May,16h 10m,2 stops,No info,14960,14034.1
622,Jet Airways,9/04/2019,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,19:00 10 Apr,19h 55m,2 stops,No info,9483,11182.469833333334
623,Vistara,6/06/2019,Kolkata,Banglore,CCU → DEL → BLR,20:20,22:40 07 Jun,26h 20m,1 stop,No info,8662,8565.99
624,Jet Airways,9/05/2019,Delhi,Cochin,DEL → JDH → BOM → COK,11:40,19:00,7h 20m,2 stops,In-flight meal not included,19644,18584.88466666667
625,GoAir,24/03/2019,Banglore,New Delhi,BLR → DEL,11:40,14:35,2h 55m,non-stop,No info,4340,4220.548333333332
626,Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,18:15 22 May,22h 15m,1 stop,In-flight meal not included,10844,11418.36
627,SpiceJet,9/05/2019,Kolkata,Banglore,CCU → IXB → BLR,15:55,21:25,5h 30m,1 stop,No info,8224,8336.49
628,Multiple carriers,3/03/2019,Delhi,Cochin,DEL → HYD → COK,07:05,16:10,9h 5m,1 stop,No info,7905,13579.845
629,Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,16:55,19:40 25 Mar,26h 45m,1 stop,In-flight meal not included,11134,13522.3655
630,IndiGo,15/05/2019,Delhi,Cochin,DEL → BLR → COK,02:00,07:45,5h 45m,1 stop,No info,6037,7222.6
631,Jet Airways,6/06/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,10:55 07 Jun,17h 55m,1 stop,No info,12692,12221.209166666667
632,Multiple carriers,27/05/2019,Delhi,Cochin,DEL → BOM → COK,18:15,01:30 28 May,7h 15m,1 stop,In-flight meal not included,7308,11633.8105
633,Jet Airways,6/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,12:35 07 Jun,26h 55m,2 stops,In-flight meal not included,11733,11785.0225
634,Jet Airways,1/06/2019,Delhi,Cochin,DEL → BOM → COK,22:50,12:35 02 Jun,13h 45m,1 stop,No info,14714,11361.643999999998
635,Jet Airways,15/05/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,12:00,5h 30m,1 stop,No info,14388,12067.315833333334
636,Jet Airways,24/04/2019,Banglore,Delhi,BLR → DEL,18:55,22:00,3h 5m,non-stop,No info,7229,5984.5025
637,Jet Airways,21/03/2019,Banglore,New Delhi,BLR → BOM → DEL,21:25,11:25 19 Mar,14h,1 stop,In-flight meal not included,7832,8469.585
638,Air India,3/06/2019,Delhi,Cochin,DEL → RPR → NAG → BOM → COK,05:15,19:15 04 Jun,38h,3 stops,No info,10493,11140.403
639,Jet Airways,9/03/2019,Delhi,Cochin,DEL → BOM → COK,18:15,18:50 10 Mar,24h 35m,1 stop,In-flight meal not included,14053,16013.606666666667
640,IndiGo,6/03/2019,Chennai,Kolkata,MAA → CCU,07:55,10:15,2h 20m,non-stop,No info,7295,7343.318333333334
641,Air India,21/05/2019,Kolkata,Banglore,CCU → JAI → BOM → BLR,08:20,11:10 22 May,26h 50m,2 stops,No info,11222,11408.61
642,Multiple carriers,18/05/2019,Delhi,Cochin,DEL → BOM → COK,19:00,01:30 19 May,6h 30m,1 stop,No info,7670,8134.26
643,Multiple carriers,6/06/2019,Delhi,Cochin,DEL → BOM → COK,10:35,19:00,8h 25m,1 stop,No info,10877,10966.95
644,Multiple carriers,3/03/2019,Delhi,Cochin,DEL → BOM → COK,07:05,15:30,8h 25m,1 stop,No info,17057,16469.32
645,Jet Airways,6/06/2019,Delhi,Cochin,DEL → IDR → BOM → COK,05:30,19:00,13h 30m,2 stops,In-flight meal not included,11507,11788.180761904763
646,Jet Airways,18/06/2019,Delhi,Cochin,DEL → COK,09:50,13:05,3h 15m,non-stop,In-flight meal not included,4466,8152.015333333333
647,Air India,1/06/2019,Delhi,Cochin,DEL → CCU → BOM → COK,16:55,19:15 02 Jun,26h 20m,2 stops,No info,13801,13394.59
648,IndiGo,1/03/2019,Kolkata,Banglore,CCU → BLR,21:25,00:05 02 Mar,2h 40m,non-stop,No info,4778,4933.99
649,Jet Airways,15/05/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,18:00,8h 25m,1 stop,In-flight meal not included,12384,13117.205
650,Multiple carriers,27/06/2019,Delhi,Cochin,DEL → BOM → COK,04:55,12:35,7h 40m,1 stop,No info,10678,10547.663333333336
651,Air India,9/03/2019,Delhi,Cochin,DEL → TRV → COK,05:15,06:50 10 Mar,25h 35m,1 stop,No info,9790,12595.846166666666
652,Jet Airways,1/05/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,12:00 02 May,21h 55m,1 stop,No info,14388,10329.338666666667
653,SpiceJet,12/06/2019,Banglore,Delhi,BLR → DEL,05:55,08:35,2h 40m,non-stop,No check-in baggage included,4319,3620.22
654,Jet Airways,3/05/2019,Mumbai,Hyderabad,BOM → HYD,02:55,04:20,1h 25m,non-stop,No info,5678,4606.920000000001
655,Vistara,6/04/2019,Banglore,Delhi,BLR → DEL,07:00,09:40,2h 40m,non-stop,No info,5613,5401.95
656,Jet Airways,6/05/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,09:20 07 May,13h 20m,1 stop,In-flight meal not included,9663,13103.226666666666
657,Jet Airways,18/06/2019,Banglore,Delhi,BLR → DEL,11:10,14:05,2h 55m,non-stop,In-flight meal not included,5769,7810.1421666666665
658,Vistara,1/05/2019,Banglore,Delhi,BLR → DEL,21:00,23:50,2h 50m,non-stop,No info,4668,4896.2
659,Vistara,21/03/2019,Banglore,New Delhi,BLR → DEL,21:10,00:05 19 Mar,2h 55m,non-stop,No info,4878,5280.41
660,Air India,9/05/2019,Delhi,Cochin,DEL → BOM → COK,13:00,19:15,6h 15m,1 stop,No info,8372,8650.85
661,Air India,24/03/2019,Kolkata,Banglore,CCU → BOM → GOI → BLR,09:25,05:35 25 Mar,20h 10m,2 stops,No info,12352,12531.875
662,Jet Airways,6/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,12:35 07 Jun,17h 5m,2 stops,In-flight meal not included,11733,11485.425
663,IndiGo,9/04/2019,Banglore,Delhi,BLR → DEL,18:55,21:50,2h 55m,non-stop,No info,4823,4906.81
664,IndiGo,27/04/2019,Kolkata,Banglore,CCU → BLR,15:15,17:45,2h 30m,non-stop,No info,4804,4754.1
665,Jet Airways,12/06/2019,Delhi,Cochin,DEL → BOM → COK,18:15,19:00 13 Jun,24h 45m,1 stop,In-flight meal not included,10262,10583.36
666,Jet Airways,12/03/2019,Banglore,New Delhi,BLR → BOM → DEL,22:55,20:20 13 Mar,21h 25m,1 stop,In-flight meal not included,11087,11452.7
667,Jet Airways,9/05/2019,Delhi,Cochin,DEL → JDH → BOM → COK,11:40,19:00,7h 20m,2 stops,No info,21219,18584.88466666667
668,Air India,15/06/2019,Delhi,Cochin,DEL → BOM → COK,08:00,19:15,11h 15m,1 stop,No info,9929,10144.0
669,Air India,12/05/2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,23:15,17h 25m,2 stops,No info,11411,12221.45
670,Air India,6/06/2019,Mumbai,Hyderabad,BOM → HYD,21:05,22:25,1h 20m,non-stop,No info,3100,3112.29
671,Jet Airways,27/06/2019,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,19:00 28 Jun,19h 55m,2 stops,In-flight meal not included,11150,11737.824456349208
672,Jet Airways,27/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,13:25,04:25 28 May,15h,2 stops,No info,16704,16610.165
673,Jet Airways,12/03/2019,Banglore,New Delhi,BLR → BOM → DEL,20:35,21:20 13 Mar,24h 45m,1 stop,In-flight meal not included,11087,11293.72
674,Air India,9/06/2019,Mumbai,Hyderabad,BOM → HYD,06:20,07:40,1h 20m,non-stop,No info,3100,3147.25
675,Multiple carriers,1/05/2019,Delhi,Cochin,DEL → BOM → COK,10:20,19:00,8h 40m,1 stop,No info,9794,9955.26
676,SpiceJet,21/05/2019,Banglore,Delhi,BLR → DEL,05:55,08:35,2h 40m,non-stop,No check-in baggage included,3257,3475.074
677,Air Asia,9/04/2019,Kolkata,Banglore,CCU → BLR,19:55,22:25,2h 30m,non-stop,No info,4107,4028.09
678,Air India,27/04/2019,Kolkata,Banglore,CCU → BLR,20:45,23:20,2h 35m,non-stop,No info,4145,4301.81
679,Jet Airways,27/04/2019,Banglore,Delhi,BLR → DEL,08:20,11:20,3h,non-stop,No info,7229,5610.662833333333
680,Vistara,01/03/2019,Banglore,New Delhi,BLR → DEL,11:30,14:10,2h 40m,non-stop,No info,12648,14520.23
681,Air India,9/05/2019,Delhi,Cochin,DEL → GOI → BOM → COK,10:55,19:15,8h 20m,2 stops,No info,11753,12839.67
